timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
234.35510399999998,9.0,107,0.0,5,5.0,[155  40 224  43   0   0   0   0],0.0
234.5521,9.0,111,0.0,8,8.0,[135 148  47  68 255 249 207 127],0.0
234.5531,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
234.553101,9.0,102,0.0,6,6.0,[  3 191 105  49  84  45   0   0],0.0
234.553102,9.0,103,0.0,8,8.0,[213  35 138 240  33  52 109   9],0.0
234.553103,9.0,104,0.0,4,4.0,[133 245  25   0   0   0   0   0],0.0
234.553104,9.0,107,0.0,5,5.0,[223  38 160  43   0   0   0   0],0.0
234.7501,9.0,111,0.0,8,8.0,[141 140 143  68 254 241  47 128],0.0
234.75175,9.0,101,0.0,1,1.0,[75  0  0  0  0  0  0  0],0.0
234.75175099999998,9.0,102,0.0,6,6.0,[  3 135 106  49  84  45   0   0],0.0
234.75175199999998,9.0,103,0.0,8,8.0,[223  35 138 144  32  52 109   9],0.0
234.75175299999998,9.0,104,0.0,4,4.0,[131 245  25   0   0   0   0   0],0.0
234.75175399999998,9.0,107,0.0,5,5.0,[245  37  64  45   0   0   0   0],0.0
234.75404999999998,9.0,106,0.0,3,3.0,[185   1   0   0   0   0   0   0],0.0
234.94809999999998,9.0,111,0.0,8,8.0,[133 124  79  68 254 245 239 127],0.0
234.94895,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
234.948951,9.0,102,0.0,6,6.0,[  3  79 107  49  84  45   0   0],0.0
234.948952,9.0,103,0.0,8,8.0,[231  35 138  48  31  52 109   9],0.0
234.948953,9.0,104,0.0,4,4.0,[131 245  25   0   0   0   0   0],0.0
234.948954,9.0,107,0.0,5,5.0,[23 36 64 50  0  0  0  0],0.0
235.1461,9.0,111,0.0,8,8.0,[137 116 143  68 254 245  47 128],0.0
235.14714999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
235.14715099999998,9.0,102,0.0,6,6.0,[  3  23 108  49  84  45   0   0],0.0
235.14715199999998,9.0,103,0.0,8,8.0,[237  35 138 240  29  52 109   9],0.0
235.147153,9.0,104,0.0,4,4.0,[135 245  25   0   0   0   0   0],0.0
235.147154,9.0,107,0.0,5,5.0,[67 33 64 41  0  0  0  0],0.0
235.3441,9.0,111,0.0,8,8.0,[135 108 111  68 255 249 175 127],0.0
235.3451,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
235.345101,9.0,102,0.0,6,6.0,[  3 223 108  49  84  45   0   0],0.0
235.345102,9.0,103,0.0,8,8.0,[245  35 138 176  28  52 109   9],0.0
235.345103,9.0,104,0.0,4,4.0,[135 245  25   0   0   0   0   0],0.0
235.345104,9.0,107,0.0,5,5.0,[167  30  96  41   0   0   0   0],0.0
235.54209999999998,9.0,111,0.0,8,8.0,[135 124 111  68 255   5  16 128],0.0
235.54309999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
235.54310099999998,9.0,102,0.0,6,6.0,[  3 167 109  49  84  45   0   0],0.0
235.54310199999998,9.0,103,0.0,8,8.0,[251  35 138 176  27  52 109   9],0.0
235.543103,9.0,104,0.0,4,4.0,[137 245  25   0   0   0   0   0],0.0
235.543104,9.0,107,0.0,5,5.0,[159  27 128  41   0   0   0   0],0.0
235.74009999999998,9.0,111,0.0,8,8.0,[137 116 143  68 255 253 239 127],0.0
